From file: CTD 1335 200121;Instrument no.:;1335;;;;;;;;;;
1;194;0,01;0,01;1,866;0,13;92,69;12,6;0,18;1412,32;46,6;15-1-2021;09:47:42
1;195;0,01;0,01;1,887;0,15;92,66;12,59;0,184;1412,43;47,29;15-1-2021;09:47:44
1;196;0,01;0,01;1,907;0,15;92,54;12,56;0,188;1412,54;47,91;15-1-2021;09:47:46
1;197;0,01;0,01;1,932;0,15;92,54;12,55;0,193;1412,67;48,67;15-1-2021;09:47:48
1;198;0,02;0,03;1,963;0,13;92,39;12,52;0,206;1412,85;49,4;15-1-2021;09:47:50
1;199;0,02;0,03;1,98;0,15;92,27;12,5;0,21;1412,94;50,26;15-1-2021;09:47:52
1;200;0,02;0,03;2,006;0,15;92,28;12,49;0,215;1413,08;50,97;15-1-2021;09:47:54
1;201;0,01;0,01;2,025;0,15;92,26;12,48;0,211;1413,17;51,69;15-1-2021;09:47:56
1;202;0,02;0,03;2,047;0,13;92,18;12,47;0,224;1413,3;52,51;15-1-2021;09:47:58
1;203;0,02;0,03;2,067;0,15;92,05;12,44;0,228;1413,41;53,22;15-1-2021;09:48:00
1;204;0,01;0,01;2,083;0,15;91,68;12,39;0,223;1413,48;53,84;15-1-2021;09:48:02
1;205;0,01;0,01;2,092;0,23;91,5;12,36;0,223;1413,52;53,79;15-1-2021;09:48:04
1;206;0,01;0,01;2,092;0,16;91,34;12,34;0,223;1413,52;53,77;15-1-2021;09:48:06
1;207;0,01;0,01;2,09;0,13;91,31;12,33;0,223;1413,51;53,73;15-1-2021;09:48:08
1;208;0,01;0,01;2,086;0,19;91,34;12,34;0,224;1413,49;53,86;15-1-2021;09:48:10
1;209;0,01;0,01;2,087;0,16;91,3;12,33;0,223;1413,5;53,74;15-1-2021;09:48:12
1;210;0,01;0,01;2,088;0,15;91,31;12,33;0,223;1413,5;53,68;15-1-2021;09:48:14
1;211;0,01;0,01;2,088;0,16;91,31;12,33;0,223;1413,5;53,65;15-1-2021;09:48:16
1;212;0,01;0,01;2,086;0,2;91,41;12,35;0,222;1413,49;53,64;15-1-2021;09:48:18
1;213;0,01;0,01;2,084;0,15;91,34;12,34;0,222;1413,48;53,66;15-1-2021;09:48:20
1;214;0,01;0,01;2,081;0,17;91,33;12,34;0,223;1413,47;53,69;15-1-2021;09:48:22
1;215;0,02;0,03;2,084;0,2;91,43;12,35;0,231;1413,5;53,68;15-1-2021;09:48:24
1;216;0,02;0,03;2,086;0,17;91,35;12,34;0,231;1413,51;53,65;15-1-2021;09:48:26
1;217;0,02;0,03;2,085;0,16;91,39;12,35;0,231;1413,5;53,66;15-1-2021;09:48:28
1;218;0,01;0,01;2,083;0,18;91,4;12,35;0,223;1413,48;53,7;15-1-2021;09:48:30
1;219;0,01;0,01;2,084;0,14;91,42;12,35;0,223;1413,48;53,73;15-1-2021;09:48:32
1;220;0,01;0,01;2,079;0,2;91,43;12,35;0,223;1413,46;53,73;15-1-2021;09:48:34
1;221;0,01;0,01;2,083;0,15;91,37;12,34;0,223;1413,48;53,74;15-1-2021;09:48:36
1;222;0,01;0,01;2,086;0,14;91,49;12,36;0,223;1413,49;53,77;15-1-2021;09:48:38
1;223;0,01;0,01;2,089;0,16;91,4;12,35;0,223;1413,51;53,74;15-1-2021;09:48:40
1;224;0,01;0,01;2,088;0,15;91,4;12,35;0,223;1413,5;53,77;15-1-2021;09:48:42
1;225;0,01;0,01;2,087;0,19;91,45;12,35;0,223;1413,5;53,77;15-1-2021;09:48:44
1;226;0,01;0,01;2,087;0,16;91,45;12,35;0,223;1413,5;53,76;15-1-2021;09:48:46
1;227;0,01;0,01;2,089;0,14;91,46;12,35;0,223;1413,51;53,66;15-1-2021;09:48:48
1;228;0,01;0,01;2,088;0,18;91,45;12,35;0,222;1413,5;53,6;15-1-2021;09:48:50
1;229;0,01;0,01;2,084;0,18;91,51;12,36;0,222;1413,48;53,54;15-1-2021;09:48:52
1;230;0,01;0,01;2,086;0,15;91,56;12,37;0,222;1413,49;53,56;15-1-2021;09:48:54
1;231;0,01;0,01;2,088;0,21;91,56;12,37;0,222;1413,5;53,63;15-1-2021;09:48:56
1;232;0,01;0,01;2,091;0,15;91,55;12,37;0,222;1413,51;53,6;15-1-2021;09:48:58
1;233;0,01;0,01;2,092;0,15;91,49;12,36;0,223;1413,52;53,62;15-1-2021;09:49:00
1;234;0,01;0,01;2,092;0,2;91,49;12,36;0,223;1413,52;53,64;15-1-2021;09:49:02
1;235;0,01;0,01;2,092;0,16;91,5;12,36;0,223;1413,52;53,62;15-1-2021;09:49:04
1;236;0,01;0,01;2,089;0,25;91,58;12,37;0,222;1413,51;53,61;15-1-2021;09:49:06
1;237;0,01;0,01;2,082;0,14;91,54;12,37;0,222;1413,47;53,62;15-1-2021;09:49:08
1;238;0,01;0,01;2,08;0,14;91,51;12,36;0,222;1413,46;53,65;15-1-2021;09:49:10
1;239;0,01;0,01;2,085;0,14;91,45;12,35;0,22;1413,48;53,25;15-1-2021;09:49:12
1;240;0,01;0,01;2,077;0,13;91,5;12,36;0,219;1413,44;52,92;15-1-2021;09:49:14
1;241;0,02;0,03;2,075;0,15;91,52;12,37;0,226;1413,44;52,79;15-1-2021;09:49:16
1;242;0,02;0,03;2,069;0,13;91,58;12,38;0,226;1413,41;52,78;15-1-2021;09:49:18
1;243;0,02;0,03;2,064;0,14;91,65;12,39;0,224;1413,38;52,53;15-1-2021;09:49:20
1;244;0,02;0,03;2,061;0,12;91,74;12,4;0,222;1413,36;52,13;15-1-2021;09:49:22
1;245;0,01;0,01;2,043;0,14;91,84;12,42;0,211;1413,25;51,59;15-1-2021;09:49:24
1;246;0,02;0,03;2,035;0,13;91,95;12,44;0,217;1413,22;51,24;15-1-2021;09:49:26
1;247;0,02;0,03;2,024;0,16;92,01;12,45;0,215;1413,17;50,96;15-1-2021;09:49:28
1;248;0,02;0,03;2,024;0,15;92,07;12,46;0,215;1413,16;50,86;15-1-2021;09:49:30
1;249;0,01;0,01;2,016;0,14;92,18;12,48;0,206;1413,11;50,77;15-1-2021;09:49:32
1;250;0,01;0,01;2,007;0,19;92,23;12,49;0,204;1413,06;50,45;15-1-2021;09:49:34
1;251;0,01;0,01;1,999;0,15;92,17;12,48;0,203;1413,02;50,23;15-1-2021;09:49:36
1;252;0,02;0,03;1,989;0,15;92,19;12,49;0,208;1412,98;49,79;15-1-2021;09:49:38
1;253;0,02;0,03;1,977;0,15;92,16;12,49;0,206;1412,91;49,34;15-1-2021;09:49:40
1;254;0,01;0,01;1,972;0,2;92,16;12,49;0,195;1412,87;48,9;15-1-2021;09:49:42
1;255;0,02;0,03;1,939;0,15;92,23;12,51;0,2;1412,72;48,36;15-1-2021;09:49:44
1;256;0,02;0,03;1,921;0,15;92,33;12,53;0,196;1412,62;47,82;15-1-2021;09:49:46
1;257;0,01;0,01;1,913;0,15;92,46;12,55;0,187;1412,57;47,66;15-1-2021;09:49:48
1;258;0,02;0,03;1,904;0,15;92,53;12,56;0,192;1412,53;46,99;15-1-2021;09:49:50
1;259;0,02;0,03;1,881;0,14;92,58;12,58;0,187;1412,4;46,2;15-1-2021;09:49:52
1;260;0,01;0,01;1,858;0,14;92,56;12,58;0,175;1412,27;45,61;15-1-2021;09:49:54
1;261;0,01;0,01;1,853;0,14;92,55;12,58;0,173;1412,24;45,15;15-1-2021;09:49:56
1;262;0,02;0,03;1,826;0,14;92,67;12,61;0,176;1412,11;44,48;15-1-2021;09:49:58
1;263;0,01;0,01;1,801;0,16;92,73;12,62;0,165;1411,97;43,95;15-1-2021;09:50:00
1;264;0,01;0,01;1,774;0,18;92,74;12,64;0,163;1411,83;43,73;15-1-2021;09:50:02
1;265;0,01;0,01;1,757;0,27;92,75;12,64;0,16;1411,75;43,39;15-1-2021;09:50:04
1;266;0,01;0,01;1,732;0,15;92,79;12,66;0,157;1411,62;42,81;15-1-2021;09:50:06
1;267;0,01;0,01;1,686;0,16;92,82;12,68;0,152;1411,39;42,31;15-1-2021;09:50:08
1;268;0,01;0,01;1,668;0,19;92,74;12,67;0,148;1411,29;41,64;15-1-2021;09:50:10
1;269;0,01;0,01;1,642;0,15;92,77;12,69;0,145;1411,16;41,23;15-1-2021;09:50:12
1;270;0,01;0,01;1,626;0,16;92,84;12,7;0,142;1411,07;40,57;15-1-2021;09:50:14
1;271;0,01;0,01;1,542;0,17;92,87;12,73;0,135;1410,65;39,96;15-1-2021;09:50:16
1;272;0,01;0,01;1,522;0,2;92,95;12,75;0,132;1410,54;39,4;15-1-2021;09:50:18
1;273;0,02;0,03;1,392;0,14;92,97;12,8;0,131;1409,92;38,78;15-1-2021;09:50:20
1;274;0,01;0,01;1,328;0,17;92,84;12,81;0,117;1409,58;38,15;15-1-2021;09:50:22
1;275;0,01;0,01;1,17;0,14;92,82;12,86;0,108;1408,8;37,61;15-1-2021;09:50:24
1;276;0,02;0,03;1,125;0,14;92,81;12,87;0,111;1408,58;36,98;15-1-2021;09:50:26
1;277;0,02;0,03;1,013;0,15;93,2;12,97;0,102;1408,02;36,41;15-1-2021;09:50:28
1;278;0,02;0,03;0,875;0,15;93,13;13,01;0,092;1407,33;35,67;15-1-2021;09:50:30
1;279;0,02;0,03;0,75;0,16;93,26;13,07;0,082;1406,7;35,02;15-1-2021;09:50:32
1;280;0,02;0,03;0,58;0,15;93,39;13,15;0,069;1405,85;34,28;15-1-2021;09:50:34
1;281;0,01;0,01;0,437;0,16;93,53;13,22;0,049;1405,11;33,57;15-1-2021;09:50:36
1;282;0,01;0,01;0,372;0,17;93,71;13,27;0,041;1404,77;32,75;15-1-2021;09:50:38
1;283;0,01;0,01;0,335;0,14;94,1;13,34;0,035;1404,57;31,94;15-1-2021;09:50:40
1;284;0,01;0,01;0,303;0,18;94,3;13,38;0,029;1404,4;31,2;15-1-2021;09:50:42
1;285;0,01;0,01;0,275;0,15;94,45;13,42;0,023;1404,25;30,45;15-1-2021;09:50:44
1;286;0,01;0,01;0,254;0,15;94,66;13,45;0,018;1404,13;29,7;15-1-2021;09:50:46
1;287;0,01;0,01;0,236;0,15;94,7;13,47;0,013;1404,03;28,97;15-1-2021;09:50:48
1;288;0,01;0,01;0,224;0,15;94,78;13,48;0,009;1403,96;28,24;15-1-2021;09:50:50
1;289;0,01;0,01;0,216;0,18;94,86;13,5;0,006;1403,91;27,67;15-1-2021;09:50:52
1;290;0,01;0,01;0,208;0,16;94,86;13,5;0,002;1403,86;27,12;15-1-2021;09:50:54
1;291;0,01;0,01;0,202;0,16;94,96;13,52;-0,001;1403,82;26,49;15-1-2021;09:50:56
1;292;0,01;0,01;0,196;0,15;94,93;13,51;-0,005;1403,78;25,81;15-1-2021;09:50:58
1;293;0,01;0,01;0,189;0,2;94,97;13,52;-0,009;1403,74;25,1;15-1-2021;09:51:00
1;294;0,02;0,03;0,18;0,18;94,95;13,52;-0,005;1403,69;24,32;15-1-2021;09:51:02
1;295;0,01;0,01;0,171;0,2;94,92;13,52;-0,017;1403,63;23,73;15-1-2021;09:51:04
1;296;0,01;0,01;0,166;0,18;94,99;13,53;-0,021;1403,59;23,08;15-1-2021;09:51:06
1;297;0,01;0,01;0,158;0,16;95,03;13,54;-0,025;1403,54;22,46;15-1-2021;09:51:08
1;298;0,02;0,03;0,152;0,19;95,04;13,55;-0,02;1403,52;21,84;15-1-2021;09:51:10
1;299;0,01;0,01;0,148;0,15;95,07;13,55;-0,031;1403,47;21,29;15-1-2021;09:51:12
1;300;0,01;0,01;0,142;0,17;95,12;13,56;-0,034;1403,44;20,89;15-1-2021;09:51:14
1;301;0,02;0,03;0,137;0,17;95,18;13,57;-0,029;1403,42;20,22;15-1-2021;09:51:16
1;302;0,01;0,01;0,133;0,16;95,23;13,58;-0,041;1403,37;19,48;15-1-2021;09:51:18
1;303;0,01;0,01;0,126;0,19;95,26;13,59;-0,045;1403,32;18,81;15-1-2021;09:51:20
1;304;0,01;0,01;0,121;0,15;95,28;13,59;-0,049;1403,29;18,2;15-1-2021;09:51:22
1;305;0,01;0,01;0,114;0,16;95,24;13,59;-0,053;1403,24;17,47;15-1-2021;09:51:24
1;306;0,01;0,01;0,112;0,18;95,24;13,59;-0,056;1403,22;16,83;15-1-2021;09:51:26
1;307;0,01;0,01;0,103;0,16;95,27;13,6;-0,06;1403,17;16,19;15-1-2021;09:51:28
1;308;0,01;0,01;0,099;0,18;95,3;13,6;-0,063;1403,14;15,66;15-1-2021;09:51:30
1;309;0;0;0,097;0,2;95,32;13,61;-0,074;1403,11;15,15;15-1-2021;09:51:32
1;310;0,01;0,01;0,094;0,18;95,37;13,62;-0,069;1403,1;14,56;15-1-2021;09:51:34
1;311;0,01;0,01;0,091;0,16;95,41;13,62;-0,072;1403,07;13,94;15-1-2021;09:51:36
1;312;0,01;0,01;0,086;0,19;95,37;13,62;-0,076;1403,04;13,32;15-1-2021;09:51:38
1;313;0;0;0,082;0,16;95,4;13,63;-0,088;1403;12,65;15-1-2021;09:51:40
1;314;0,01;0,01;0,076;0,18;95,43;13,63;-0,084;1402,97;11,9;15-1-2021;09:51:42
1;315;0,01;0,01;0,07;0,17;95,43;13,63;-0,088;1402,92;11,08;15-1-2021;09:51:44
1;316;0,01;0,01;0,064;0,18;95,41;13,63;-0,092;1402,88;10,44;15-1-2021;09:51:46
1;317;0,01;0,01;0,057;0,17;95,37;13,63;-0,095;1402,84;9,82;15-1-2021;09:51:48
1;318;0,01;0,01;0,054;0,21;95,41;13,64;-0,099;1402,81;9,15;15-1-2021;09:51:50
1;319;0,01;0,01;0,05;0,19;95,4;13,64;-0,103;1402,78;8,48;15-1-2021;09:51:52
1;320;0,01;0,01;0,046;0,16;95,39;13,64;-0,106;1402,75;7,84;15-1-2021;09:51:54
1;321;0,02;0,03;0,044;0,15;95,44;13,64;-0,102;1402,75;7,16;15-1-2021;09:51:56
1;322;0,01;0,01;0,04;0,17;95,55;13,66;-0,113;1402,7;6,55;15-1-2021;09:51:58
1;323;0,02;0,03;0,039;0,17;95,64;13,67;-0,107;1402,71;6,07;15-1-2021;09:52:00
1;324;0,01;0,01;0,035;0,19;95,78;13,7;-0,119;1402,66;5,53;15-1-2021;09:52:02
1;325;0,01;0,01;0,032;0,19;95,85;13,71;-0,122;1402,64;4,96;15-1-2021;09:52:04
1;326;0,01;0,01;0,028;0,18;95,93;13,72;-0,125;1402,61;4,36;15-1-2021;09:52:06
1;327;0,01;0,01;0,024;0,16;96,08;13,74;-0,128;1402,58;3,83;15-1-2021;09:52:08
1;328;0,01;0,01;0,02;0,19;96,39;13,79;-0,131;1402,55;3,28;15-1-2021;09:52:10
1;329;0,01;0,01;0,017;0,16;96,68;13,83;-0,134;1402,53;2,78;15-1-2021;09:52:12
1;330;0,01;0,01;0,016;0,18;97,1;13,89;-0,137;1402,52;2,25;15-1-2021;09:52:14
1;331;0,01;0,01;0,015;0,2;97,38;13,93;-0,139;1402,5;1,71;15-1-2021;09:52:16
1;332;0,01;0,01;0,014;0,23;97,66;13,97;-0,142;1402,49;1,2;15-1-2021;09:52:18
1;333;0,01;0,01;0,014;0,2;97,79;13,99;-0,144;1402,48;0,74;15-1-2021;09:52:20
1;334;0,01;0,01;0,014;0,16;97,85;14;-0,145;1402,48;0,71;15-1-2021;09:52:22
1;335;0;0;0,015;0,17;97,94;14,02;-0,153;1402,47;0,68;15-1-2021;09:52:24
1;336;0,01;0,01;0,015;0,2;97,96;14,02;-0,145;1402,49;0,6;15-1-2021;09:52:26
1;337;0,01;0,01;0,015;0,21;98;14,02;-0,145;1402,49;0,54;15-1-2021;09:52:28
1;338;0,01;0,01;0,014;0,18;98,04;14,03;-0,146;1402,48;0,42;15-1-2021;09:52:30
1;339;0,02;0,03;0,015;0,16;98,05;14,03;-0,138;1402,5;0,47;15-1-2021;09:52:32
1;340;0,01;0,01;0,015;0,18;98,05;14,03;-0,146;1402,48;0,41;15-1-2021;09:52:34
1;341;0,02;0,03;0,015;0,17;97,99;14,02;-0,138;1402,5;0,4;15-1-2021;09:52:36
1;342;0,01;0,01;0,016;0,19;98,08;14,03;-0,146;1402,49;0,35;15-1-2021;09:52:38
1;343;0,02;0,03;0,017;0,17;98,01;14,02;-0,138;1402,51;0,39;15-1-2021;09:52:40
1;344;0;0;0,017;0,17;97,98;14,02;-0,154;1402,48;0,43;15-1-2021;09:52:42
1;345;0,02;0,03;0,017;0,19;98;14,02;-0,138;1402,51;0,4;15-1-2021;09:52:44
1;346;0,02;0,03;0,017;0,19;98,04;14,03;-0,138;1402,51;0,43;15-1-2021;09:52:46
1;347;0,02;0,03;0,016;0,2;97,97;14,02;-0,138;1402,5;0,42;15-1-2021;09:52:48
1;348;0,02;0,03;0,016;0,22;98,07;14,03;-0,138;1402,5;0,42;15-1-2021;09:52:50
1;349;0,02;0,03;0,016;0,17;97,97;14,02;-0,138;1402,5;0,42;15-1-2021;09:52:52
1;350;0,01;0,01;0,016;0,19;97,99;14,02;-0,146;1402,49;0,4;15-1-2021;09:52:54
1;351;0,02;0,03;0,017;0,2;97,97;14,02;-0,138;1402,51;0,42;15-1-2021;09:52:56
1;352;0,02;0,03;0,019;0,22;97,93;14,01;-0,137;1402,52;0,44;15-1-2021;09:52:58
1;353;0,01;0,01;0,019;0,21;98,03;14,03;-0,146;1402,5;0,43;15-1-2021;09:53:00
1;354;0,01;0,01;0,023;0,16;98,02;14,02;-0,146;1402,52;0,41;15-1-2021;09:53:02
1;355;0,01;0,01;0,018;0,19;97,96;14,02;-0,146;1402,5;0,48;15-1-2021;09:53:04
1;356;0,01;0,01;0,018;0,2;98,04;14,03;-0,146;1402,5;0,48;15-1-2021;09:53:06
1;357;0,01;0,01;0,017;0,23;98,04;14,03;-0,146;1402,49;0,48;15-1-2021;09:53:08
1;358;0,01;0,01;0,017;0,19;98,02;14,02;-0,146;1402,5;0,49;15-1-2021;09:53:10
1;359;0,01;0,01;0,017;0,19;97,99;14,02;-0,146;1402,49;0,47;15-1-2021;09:53:12
1;360;0,01;0,01;0,017;0,19;98,02;14,02;-0,146;1402,49;0,47;15-1-2021;09:53:14
1;361;0,01;0,01;0,017;0,17;98,03;14,03;-0,146;1402,5;0,49;15-1-2021;09:53:16
1;362;0,02;0,03;0,016;0,18;98,01;14,02;-0,138;1402,5;0,33;15-1-2021;09:53:18
1;363;0,01;0,01;0,015;0,18;98,05;14,03;-0,148;1402,48;0;15-1-2021;09:53:20
1;364;0,01;0,01;0,021;0,03;98,06;14,03;-0,148;1402,51;0;15-1-2021;09:53:22
1;365;0,02;0,03;0,036;0,03;98,11;14,03;-0,139;1402,6;0;15-1-2021;09:53:24
1;366;0,02;0,03;0,062;0,03;98,2;14,03;-0,137;1402,73;0;15-1-2021;09:53:26
1;367;0,01;0,01;0,093;0,03;98,3;14,03;-0,143;1402,87;0;15-1-2021;09:53:28
1;368;0,01;0,01;0,12;0,03;98,57;14,06;-0,141;1403,01;0;15-1-2021;09:53:30
1;369;0,01;0,01;0,141;0,03;99,21;14,15;-0,14;1403,11;0;15-1-2021;09:53:32
1;370;0,01;0,01;0,163;0,03;99,65;14,2;-0,138;1403,22;0;15-1-2021;09:53:34
1;371;0,02;0,03;0,187;0,03;109,23;15,55;-0,129;1403,36;0;15-1-2021;09:53:36
1;372;0,02;0,03;0,212;0,03;102,73;14,62;-0,127;1403,48;0;15-1-2021;09:53:38
1;373;0,02;0,03;0,229;0,03;100,36;14,27;-0,126;1403,57;0;15-1-2021;09:53:40
1;374;0,02;0,03;0,245;0,03;111,71;15,88;-0,125;1403,65;0;15-1-2021;09:53:42
1;375;0,02;0,03;0,261;0,03;100,68;14,31;-0,124;1403,73;0;15-1-2021;09:53:44
1;376;0,01;0,01;0,277;0,03;100,55;14,28;-0,131;1403,79;0;15-1-2021;09:53:46
1;377;0,02;0,03;0,284;0,03;100,52;14,27;-0,122;1403,84;0;15-1-2021;09:53:48
1;378;0,02;0,03;0,292;0,03;100,48;14,26;-0,122;1403,88;0;15-1-2021;09:53:50
1;379;0,01;0,01;0,3;0,03;100,57;14,28;-0,13;1403,91;0;15-1-2021;09:53:52
1;380;0,01;0,01;0,313;0,03;100,52;14,26;-0,129;1403,97;0;15-1-2021;09:53:54
1;381;0;0;0,323;0,03;100,4;14,24;-0,136;1404,01;0;15-1-2021;09:53:56
1;382;0,01;0,01;0,331;0,03;100,29;14,22;-0,128;1404,06;0;15-1-2021;09:53:58
1;383;0,01;0,01;0,34;0,04;100,29;14,22;-0,127;1404,11;0;15-1-2021;09:54:00
1;384;0,01;0,01;0,355;0,03;100,24;14,21;-0,126;1404,18;0;15-1-2021;09:54:02
1;385;0;0;0,369;0,03;100,12;14,18;-0,134;1404,24;0;15-1-2021;09:54:04
